"ID","grid","month","sex","smi","supp.corrected","treated","Parasite.count","easting","northing"
54,4,8,"M",18.09502188,"Supplemented","N",NA,289862,678790
61,4,9,"F",18.09502188,"Supplemented","N",0,289862,678790
27,4,7,"F",18.23524055,"Supplemented","N",NA,289862,678780
105,4,10,"M",18.09502188,"Supplemented",NA,NA,289862,678780
8,4,8,"M",16.18203354,"Supplemented","Y",NA,289862,678780
53,4,8,"F",22.50109238,"Supplemented","Y",10.43024772,289862,678780
22,4,9,"F",22.29719755,"Supplemented","N",NA,289862,678780
134,4,10,"F",14.79098558,"Supplemented",NA,0,289862,678770
133,4,10,"M",23.75941519,"Supplemented",NA,NA,289862,678770
27,4,8,"F",23.20848798,"Supplemented","N",NA,289862,678770
27,4,8,"F",NA,"Supplemented","N",NA,289862,678770
27,4,8,"F",19.06411512,"Supplemented","N",NA,289862,678770
